Subject_ID,Segment,Condition,Condition_Name,Start_Sample,End_Sample,ECG_Mean,ECG_Std,ECG_Skewness,ECG_Kurtosis,Heart_Rate,SDNN,RMSSD,EMG_Mean,EMG_Std,EMG_Max,EMG_Skewness,EMG_Kurtosis,Chest_EDA_Mean,Chest_EDA_Std,Chest_EDA_Max,Chest_SCR_Count,Chest_SCR_Amplitude_Mean,Wrist_EDA_Mean,Wrist_EDA_Std,Wrist_EDA_Max,Wrist_SCR_Count,Wrist_SCR_Amplitude_Mean,BVP_Mean,BVP_Std,BVP_Amplitude,Pulse_Rate,SpO2,Alpha Fp 1 - Fp 2,Alpha F 3 - F 4,Alpha T 3 - T 4,Alpha P 3 - P 4,Beta1 Fp 1 - Fp 2,Beta1 F 3 - F 4,Beta1 T 3 - T 4,Beta1 P 3 - P 4,Beta2 Fp 1 - Fp 2,Beta2 F 3 - F 4,Beta2 T 3 - T 4,Beta2 P 3 - P 4,stress_score_weighted
2,11,1,baseline,330083,351083,0.000831711,0.149800262,0.985919798,3.501036086,75.91226613,84.86558507,71.28596876,0.009425916,0.003645668,0.028403046,1.819879043,4.119481469,3.292073967,0.079175915,3.553771973,1,0.228881836,0.502959283,0.018708317,0.567966,13,0.017840058,0.215697917,108.7856232,1032.06,73.76734258,93,0.056772595,0.030471648,0.060669096,0.091551314,0.077470486,0.066426075,-0.115725501,0.033187044,0.083824836,0.14341812,-0.068172641,0.00423284,0.2571104367076499
2,12,1,baseline,340583,361583,0.001582746,0.143525285,1.171600095,4.538337185,71.92867577,43.56056849,50.61098558,0.008186937,0.001992098,0.015389798,1.282797855,1.136746105,3.156179701,0.087657128,3.388977051,23,0.099828969,0.500289875,0.011039831,0.53337,10,0.0049331,1.346786458,57.18115257,498.33,73.45377258,97,0.042043144,0.0361019,0.053675488,0.086525083,0.073958632,0.047834677,-0.08691391,0.016258477,0.086810511,0.074336088,-0.109374458,-0.010550852,0.2918367350790808
2,13,1,baseline,351083,372083,0.001060431,0.145386498,1.134286677,4.363219503,71.70032192,38.05793606,48.15005058,0.008137852,0.001965403,0.01528107,1.301290834,1.060027457,3.016412481,0.07754467,3.245925903,32,0.086569786,0.507273617,0.016800252,0.539707,6,0.011638833,-0.019369792,35.83533539,365.78,76.1006963,93,0.040797431,0.037656241,0.054506131,0.087648938,0.075625205,0.045991217,-0.085226742,0.014513701,0.090135122,0.066591111,-0.117416549,-0.012179306,0.3002490922807294
2,14,1,baseline,361583,382583,0.001558668,0.145841983,1.06619333,3.98307816,72.82741738,57.40436947,51.27442025,0.008200525,0.002354707,0.020812253,1.886728752,4.580499155,2.890622293,0.072420446,3.078842163,32,0.10818243,0.505733517,0.016958167,0.539707,6,0.011585417,-0.94934375,29.76495577,321.99,74.96746204,93,0.036338747,0.025327988,0.026795664,0.062451427,0.040890734,0.04096452,-0.075916675,0.016067938,0.034734702,0.070793926,-0.065913771,-0.009325514,0.2940722103240561
2,15,1,baseline,372083,393083,0.002151962,0.144518407,0.999513788,3.835168039,73.29132332,55.57669666,47.83292107,0.008099135,0.002312577,0.020812253,1.981541331,5.197175528,2.775147701,0.065005298,2.968597412,30,0.106836955,0.476580283,0.021056837,0.508955,3,0.011211583,-0.197864583,24.0345294,259.56,75.17128874,93,0.032028173,0.023117484,0.015843007,0.053543102,0.028464081,0.034916538,-0.06974155,0.013637046,0.015821908,0.057575279,-0.059152925,-0.011001806,0.2879143803933429
2,16,1,baseline,382583,403583,0.000243663,0.144747254,1.051421838,3.97734107,72.31404959,42.95607628,39.8948197,0.007922909,0.001807942,0.014616134,1.266740337,1.0207659,2.672810963,0.057202315,2.835083008,28,0.081157684,0.439774033,0.020946597,0.476922,1,0.008969,-0.04334375,16.78732286,116.57,72.21923697,97,0.025048141,0.02302469,0.006639501,0.046079214,0.019196972,0.025871757,-0.057077252,0.007242738,0.004191935,0.029822226,-0.065529437,-0.016275459,0.28478017763750735
2,17,1,baseline,393083,414083,0.001788321,0.143995935,1.116484064,4.206678709,72.07025336,51.45664363,51.06957433,0.008137127,0.001859102,0.014699126,1.159897523,0.729964774,2.579710152,0.055019288,2.77557373,35,0.12210301,0.406875892,0.017686882,0.439763,3,0.005018417,0.041526042,17.09953707,116.57,71.57894737,97,0.038634039,0.029551897,0.038191586,0.072339033,0.054826466,0.044057259,-0.079323817,0.015909727,0.057046257,0.072379228,-0.083408967,-0.010026541,0.29189467875211395
2,18,1,baseline,403583,424583,0.001631184,0.142263632,1.007480125,3.822177545,73.09796121,70.75790097,61.20194663,0.008605468,0.002061706,0.017094575,1.130372941,0.962296014,2.493348149,0.050094231,2.658462524,37,0.183074539,0.381740542,0.013529101,0.40773,5,0.00928955,-0.123276042,70.05374844,965.72,72.81650864,97,0.045646069,0.026395978,0.042446047,0.074819086,0.05741042,0.053668963,-0.090700439,0.023536171,0.057846068,0.106027974,-0.062804903,-0.00334937,0.2916377012943325
2,19,1,baseline,414083,435083,-0.00022964,0.143806835,1.01152734,3.868711674,72.53170178,69.35432568,62.84186216,0.008762103,0.00198586,0.017094575,1.146478539,1.318196682,2.414304424,0.046468596,2.58102417,35,0.142299107,0.3683507,0.011747928,0.389792,8,0.011732188,0.513692708,85.66673633,965.72,72.57019438,97,0.048663563,0.029091535,0.052302984,0.083039831,0.068974062,0.057893079,-0.094947421,0.024656201,0.075912893,0.113221666,-0.072835075,-0.002808124,0.29040244436512996
2,20,1,baseline,424583,445583,0.000514932,0.142042713,1.163778734,4.492889513,71.63280662,84.51806784,61.05088766,0.008396645,0.001897627,0.016541728,1.107771854,1.038200536,2.341754823,0.042291107,2.503585815,38,0.082186649,0.356562425,0.014792537,0.389792,10,0.014062625,-0.048625,90.20465098,787.71,73.88794567,93,0.036816978,0.01136769,0.008730725,0.042762129,0.015776188,0.044983422,-0.067429006,0.020662158,-0.00489449,0.097354096,-0.00625882,-0.003972673,0.2875959260059107
2,21,1,baseline,435083,456083,0.001413975,0.143343582,1.181328883,4.637765509,69.57482054,80.16963051,57.30445899,0.008051571,0.001924353,0.016541728,1.25487935,1.288969321,2.275091862,0.040378526,2.466201782,38,0.085017556,0.340011867,0.011818657,0.364165,10,0.0151518,-0.75040625,95.05887649,870.62,72.92457949,97,0.031416034,0.007628084,-0.001464787,0.032592942,0.00394605,0.039636074,-0.052797975,0.01613123,-0.020281251,0.082263803,0.003151728,-0.007366125,0.28608950380649595
2,22,1,baseline,445583,466583,0.001755997,0.147182678,1.128275043,4.421395477,70.44546396,52.27682733,49.48466652,0.00786657,0.001789731,0.01483907,1.362546094,1.64466669,2.214926238,0.036089713,2.37197876,36,0.069046021,0.317332283,0.018946005,0.35904,5,0.0251141,0.357942708,82.28039197,821.9,73.92513369,93,0.034325863,0.024455063,0.026836432,0.060974961,0.041042636,0.040143926,-0.066745514,0.013068982,0.037749037,0.064093817,-0.066681433,-0.011844425,0.2896871705509031
2,23,1,baseline,456083,477083,0.00167625,0.146888723,1.093387863,4.06123564,73.0470071,52.76857242,54.57388604,0.008152977,0.001825312,0.014423249,1.268051461,1.101600994,2.159263593,0.035765148,2.291870117,41,0.0689995,0.294908967,0.013679716,0.337257,4,0.022823687,-1.4109375,89.10700833,815.47,75.17128874,93,0.044442675,0.034309477,0.052605972,0.085563166,0.071728974,0.050647686,-0.092363361,0.019657945,0.081401293,0.087186942,-0.098269521,-0.007477246,0.29822953062818836
2,24,1,baseline,466583,487583,0.00098162,0.146351157,1.051875082,3.852813705,74.20130539,42.58975598,42.90813293,0.008156256,0.001938775,0.014423249,1.277621665,1.048705275,2.103437188,0.03599472,2.280044556,28,0.098432813,0.273403917,0.016456844,0.314193,5,0.01351805,-0.010052083,75.59925874,713.77,75.97860963,93,0.031662704,0.029949269,0.023862625,0.062717901,0.039838718,0.032510476,-0.074498758,0.011506701,0.033504247,0.04408416,-0.088046596,-0.013500445,0.29063929269062644
2,25,1,baseline,477083,498083,0.000588638,0.145456627,1.030438491,3.859963692,72.91304995,38.67557476,38.73138324,0.008079159,0.002005516,0.015167501,1.460347157,1.594773621,2.048659752,0.034861506,2.169799805,50,0.114616394,0.25212305,0.00932798,0.269346,6,0.010517667,1.448125,93.14671983,1323.24,59.58266453,97,0.0259153,0.026296272,0.011800401,0.051549758,0.025961902,0.026058866,-0.061282406,0.007194316,0.014275037,0.027531604,-0.078332045,-0.016667717,0.3255999570192955
2,26,1,baseline,487583,508583,0.000825522,0.144425166,1.18281327,4.641059322,70.29634735,54.71769225,49.68484474,0.008168447,0.001931526,0.015167501,1.343050117,1.433751281,1.99710628,0.033081389,2.128219604,49,0.090929927,0.237078067,0.010374032,0.260377,10,0.01012265,-0.486989583,108.4656191,1323.24,58.02482461,97,0.033218709,0.022241945,0.022047133,0.056419449,0.035076668,0.039084494,-0.063764541,0.01285106,0.028650237,0.063592333,-0.058117463,-0.011763832,0.3142490150843368
2,27,1,baseline,498083,519083,0.002350989,0.143808456,1.359853556,5.330205629,68.62745098,49.70911054,73.12407334,0.008139707,0.001806056,0.015139841,1.215068376,1.124950767,1.946630932,0.033412828,2.087783813,52,0.070344485,0.220185908,0.010679363,0.247564,8,0.00788825,0.339729167,65.1720555,687.02,71.11111111,97,0.073177604,0.055602089,0.138025386,0.15623307,0.170814088,0.090868816,-0.133222854,0.032577164,0.234818797,0.163546812,-0.173526803,0.000120278,0.30563956484967636
2,28,1,baseline,508583,529583,0.001671494,0.143273857,1.283750165,4.984574979,70.6825719,38.16904872,40.74977568,0.00818369,0.001837179,0.016312687,1.425553459,1.947427536,1.899363036,0.029702169,2.031707764,50,0.06728363,0.204329575,0.008155087,0.219374,5,0.00435655,0.26453125,13.30246266,72.04,70.61114116,97,0.027780876,0.026365447,0.019039852,0.055951729,0.033927473,0.03041619,-0.058589665,0.007155258,0.02838568,0.034635742,-0.07991937,-0.016877906,0.31592247742863355
2,29,1,baseline,519083,540083,-3.55e-05,0.14304738,1.20777527,4.471939171,72.47091303,41.16289599,42.69015085,0.008164967,0.00191442,0.016312687,1.438707737,1.745174706,1.856284241,0.029354158,1.985168457,54,0.067760326,0.191665792,0.006627288,0.203999,7,0.003935464,-0.23815625,13.77021581,72.04,72.05298013,97,0.03073632,0.028606626,0.023660576,0.061193064,0.039363715,0.032791054,-0.068303812,0.010024735,0.034560861,0.042610033,-0.085093423,-0.014676366,0.32634345795958314
2,30,1,baseline,529583,550583,0.000983455,0.141896395,1.263285953,4.620642239,72.90220194,52.17907205,55.84986735,0.008281228,0.001969534,0.014607791,1.143762932,0.570130766,1.814523988,0.028214053,1.96723938,54,0.062617549,0.182183933,0.005389355,0.192467,8,0.003443531,-0.762880208,53.20361772,756.89,73.12295974,97,0.046747621,0.036346221,0.059557451,0.091538428,0.079893155,0.053653271,-0.096301599,0.020721546,0.093874871,0.092748573,-0.105476373,-0.006869638,0.3195389758890666
2,31,1,baseline,540083,561083,0.001582066,0.140707763,1.275815938,4.843422635,73.13432836,49.64899704,45.63280554,0.008451765,0.001949007,0.014607791,0.991281368,0.349573376,1.77637142,0.026261657,1.896286011,58,0.082575042,0.174164967,0.006462353,0.192467,10,0.005509675,1.164072917,69.67041064,756.89,71.46141215,97,0.031496604,0.025510732,0.018921363,0.056727435,0.032832268,0.033877544,-0.069652273,0.012227694,0.023188278,0.051195665,-0.070188064,-0.012453666,0.3341541999038164
2,32,1,baseline,550583,571583,0.001341304,0.141096435,1.229990762,4.478957686,74.44242036,60.53879347,47.31631663,0.008917469,0.002102452,0.018663871,1.090919586,1.103093993,1.744453902,0.02303017,1.845169067,30,0.092137655,0.169221167,0.006555072,0.183497,11,0.008124841,1.178958333,86.98658883,753.84,70.51752922,97,0.029385031,0.019399654,0.003922118,0.043649959,0.014149046,0.030938837,-0.067015673,0.013600255,-0.007318604,0.053742598,-0.043647802,-0.0104913,0.292433600377756
2,33,1,baseline,561083,582083,0.001844539,0.142215949,1.26570511,4.742428626,71.99882451,68.69202224,61.24508457,0.009445021,0.002355549,0.02016388,1.361644614,2.057510829,1.715131523,0.023713531,1.82800293,22,0.069652904,0.162889258,0.008143584,0.182216,13,0.006258865,-1.003328125,74.57890061,753.84,70.95652174,97,0.045983701,0.026862834,0.045757393,0.076964299,0.061285302,0.054922647,-0.08871511,0.022881921,0.06492386,0.106442132,-0.065934412,-0.004023094,0.27054485843537995
2,34,1,baseline,571583,592583,0.001199918,0.143296394,1.233522527,4.855936474,70.02059429,49.60524915,61.59295432,0.009147913,0.002172253,0.02016388,1.560254681,3.123090446,1.685790979,0.02302093,1.82800293,53,0.097310768,0.15346075,0.004391553,0.161715,9,0.003096639,-0.24259375,15.24333685,61.76,70.1558302,97,0.055352121,0.042368858,0.087549576,0.113621937,0.112218921,0.066976217,-0.104565034,0.023634262,0.145442272,0.116094026,-0.128411679,-0.005449195,0.3148345521799921
2,35,1,baseline,582083,603083,0.000608135,0.144828313,1.143675234,4.413401244,70.48719088,50.43166886,59.83330792,0.008593773,0.001774103,0.015487705,0.964997693,0.665772901,1.658333333,0.022488002,1.781082153,45,0.095681085,0.148580958,0.003721896,0.164277,9,0.003060917,-0.034411458,33.61853844,496.22,69.93377483,97,0.052372887,0.039915075,0.078305888,0.105910107,0.101425623,0.06284208,-0.100238751,0.022389333,0.12869006,0.108614548,-0.119527206,-0.006129255,0.30300511391719515
2,36,1,baseline,592583,613583,0.001363294,0.14386242,1.179806446,4.537301159,70.59172475,45.05496882,59.07972874,0.008140786,0.001861434,0.015179032,1.126827809,0.733509941,1.631940333,0.022039934,1.776123047,49,0.074721356,0.146915225,0.003311869,0.164277,13,0.002735135,-0.026135417,34.56822955,496.22,70.42071197,97,0.054124228,0.044068317,0.087115022,0.114238488,0.112477936,0.064507867,-0.104925564,0.022407628,0.14580043,0.108237973,-0.136076982,-0.006612195,0.31668625113711923
2,37,1,baseline,603083,624083,0.000570655,0.142337125,1.21987588,4.67727364,70.65109836,43.66910844,61.26374746,0.007865036,0.001903183,0.015179032,1.443829364,1.63158208,1.606729544,0.021561278,1.725006104,48,0.086545944,0.144523425,0.002271666,0.148901,10,0.0018901,0.1300625,19.5128234,83.08,70.95652174,97,0.058511314,0.048328406,0.100291277,0.125884104,0.128073408,0.069900412,-0.113413216,0.024526691,0.169343173,0.118174876,-0.15104649,-0.005399747,0.31046150139034456
2,38,1,baseline,613583,634583,0.000651805,0.143069928,1.166336837,4.284750709,73.9994966,44.74519466,43.65984967,0.00821479,0.002034423,0.015078069,1.116952337,0.617982979,1.582534608,0.021462186,1.721572876,47,0.077584449,0.138490483,0.005947172,0.145057,14,0.005216857,0.011135417,37.45744251,539.52,73.18157755,97,0.031576089,0.028658662,0.022160843,0.060829005,0.037505041,0.03276929,-0.073298733,0.011760172,0.029946624,0.046009461,-0.082749521,-0.013152096,0.3266642348615905
2,39,1,baseline,624083,645083,0.001885901,0.143486422,1.177130851,4.361024575,75.0483943,52.42979625,51.68022331,0.008380475,0.002004611,0.0150023,1.136903548,0.730662373,1.558250772,0.021709921,1.686477661,44,0.06310723,0.130727708,0.005689516,0.143776,16,0.004985125,-0.34503125,45.12929158,539.52,76.55172414,93,0.041417897,0.033554399,0.042952328,0.078957717,0.061001724,0.044956311,-0.092488533,0.018830267,0.063445631,0.076656939,-0.09490605,-0.00790725,0.3210500392820379
2,40,1,baseline,634583,655583,0.002336018,0.145297871,1.197255757,4.515582601,71.85990338,67.34391076,60.43800137,0.008396484,0.001877878,0.015055904,1.255032788,1.259535884,1.536644727,0.019733384,1.672363281,49,0.066422443,0.124598675,0.003308069,0.130963,11,0.002853955,0.117916667,45.67807855,401.18,71.91011236,97,0.045278535,0.026859391,0.044912566,0.076257063,0.060448251,0.054039277,-0.087339994,0.022205852,0.063943544,0.103624037,-0.0666544,-0.004584163,0.3054226428119801
2,41,1,baseline,645083,666083,0.001136817,0.144955915,1.176153834,4.452148904,71.88522527,62.21531449,56.45966046,0.008423162,0.001817157,0.016756406,1.297630486,1.434222942,1.517205229,0.020248604,1.638412476,50,0.068008423,0.119537467,0.003269199,0.125837,12,0.002429271,0.28615625,38.61530298,352.28,73.16276538,97,0.041531809,0.026408255,0.038326507,0.07111989,0.053464074,0.048823762,-0.081707653,0.019300418,0.053985318,0.089490605,-0.067646668,-0.006894827,0.31195665627828223
2,42,1,baseline,655583,676583,-0.000123027,0.14581773,1.206754305,4.536382388,70.78768651,38.0807895,43.3906191,0.008180139,0.001792424,0.015090601,1.322101021,1.458354727,1.497452436,0.020114402,1.613998413,58,0.090237322,0.115020733,0.002887973,0.123275,12,0.002589375,-0.128614583,27.30421998,208.51,76.30504834,93,0.032252371,0.030084523,0.031444933,0.066825669,0.04845592,0.035985265,-0.067070172,0.009570595,0.050138703,0.045873228,-0.092410057,-0.015354661,0.33622384671662686
2,43,1,baseline,666083,687083,0.000836267,0.146603908,1.151825035,4.291640733,71.44644019,42.30900499,43.7405348,0.008046061,0.00180586,0.015211807,1.227886216,1.166980491,1.478716006,0.019628812,1.613998413,53,0.102140319,0.110984508,0.003016304,0.118149,14,0.002471107,-0.01471875,39.50355528,386.48,75.21218716,93,0.031049882,0.027517828,0.024444942,0.060857836,0.039865734,0.034221283,-0.065767751,0.00996317,0.036144571,0.045695086,-0.081378623,-0.014671985,0.33169427103218246
2,44,1,baseline,676583,697583,0.001481088,0.144197474,1.189223172,4.648345939,69.80154463,50.4107134,41.2430538,0.00805531,0.001846599,0.015211807,1.346823081,1.405582019,1.461102386,0.019152999,1.570510864,41,0.127280631,0.10674545,0.002904973,0.114305,21,0.0019525,-0.034895833,34.032294,386.48,72.02572347,97,0.021285342,0.014407327,-0.007498057,0.030801824,0.001031569,0.024028198,-0.041545998,0.005502717,-0.021595503,0.029872889,-0.034148632,-0.016835279,0.3203088725721192
2,45,1,baseline,687083,708083,0.001075265,0.143421504,1.361718133,5.455826804,67.73531424,40.15883645,43.34175415,0.008184475,0.001819816,0.014931865,1.336738922,1.519348937,1.444953646,0.018807583,1.539611816,53,0.08655764,0.102517075,0.002644615,0.107899,23,0.001963761,-0.070671875,15.59737202,84.03,72.10300429,97,0.028683669,0.023881965,0.022276839,0.05598163,0.036696043,0.034419657,-0.051586034,0.006744921,0.035076756,0.042362793,-0.072055759,-0.017134366,0.3392473177254993
2,46,1,baseline,697583,718583,0.001622275,0.142201409,1.365302942,5.359498699,70.41767346,68.20999914,54.88279523,0.008309437,0.001830458,0.014793245,1.27244182,1.382216169,1.428999183,0.018963166,1.532745361,47,0.055808209,0.098961408,0.002082296,0.105336,21,0.001616869,0.1153125,15.84218235,84.45,78.70550162,0,0.034558549,0.01672103,0.015578832,0.049433766,0.025703772,0.041829434,-0.0635476,0.016028371,0.012959889,0.078739367,-0.032869754,-0.008493132,0.3157728151110278
2,47,1,baseline,708083,729083,0.001151851,0.142422644,1.308478797,4.992772857,71.8861558,62.50956112,60.44453173,0.00825619,0.001894445,0.014793245,1.236620769,1.156572156,1.412149411,0.019405753,1.50680542,29,0.065547022,0.095779442,0.002181321,0.100211,19,0.001854421,-0.3713125,15.71147734,121.38,76.84153597,93,0.047925615,0.031405041,0.055862365,0.0863171,0.073907071,0.056959242,-0.0933243,0.022766005,0.084684972,0.106114762,-0.084295226,-0.004679317,0.28933474529515485
2,48,1,baseline,718583,739583,0.001747988,0.14262031,1.351698171,5.197207987,71.11756168,69.28563915,76.7375753,0.008674178,0.002445151,0.022717059,1.554914233,3.257464521,1.395209885,0.019379985,1.528167725,54,0.072768882,0.101310517,0.008745791,0.114305,16,0.001261172,-0.276411458,27.93313163,411.72,66.8916712,97,0.070454252,0.045583353,0.113935846,0.135340593,0.14061978,0.086820265,-0.130828368,0.035675764,0.184947525,0.170698685,-0.12899719,0.004055093,0.3135926901013702
2,49,1,baseline,729083,750083,0.001557066,0.142712687,1.311952496,5.167223044,69.6653332,67.33012032,58.79168806,0.00873897,0.002378864,0.022717059,1.599012702,3.626970298,1.37747285,0.019896302,1.528167725,40,0.070505142,0.111251458,0.005619801,0.116868,15,0.0008542,0.340088542,27.59415852,411.72,65.73163998,97,0.040879421,0.02167319,0.034358009,0.06518371,0.047570749,0.050458743,-0.073193956,0.018926336,0.046632026,0.095080959,-0.050318955,-0.006792113,0.2945296300494147
2,50,1,baseline,739583,760583,0.000549388,0.143399525,1.221313019,4.720982796,70.96357402,52.85502193,53.38568087,0.007765889,0.001995175,0.014291878,0.922352624,0.374832109,1.358686738,0.019987505,1.475906372,46,0.067735755,0.113867483,0.001254285,0.116868,14,0.001487268,0.084109375,18.71149459,165.65,70.64935065,97,0.040828652,0.029788777,0.044073062,0.076331184,0.061227064,0.047970348,-0.079938726,0.016862423,0.067546444,0.080603434,-0.084066379,-0.009363388,0.3104593826799117
2,51,1,baseline,750083,771083,0.001113791,0.140590946,1.285734634,5.184265834,69.28960656,73.92028099,51.18244677,0.007103311,0.001958921,0.013697675,1.400224973,1.136612972,1.339472816,0.020353603,1.475906372,50,0.059928894,0.114444117,0.001421083,0.118149,15,0.001452283,-0.013765625,21.66186366,165.65,69.97239094,97,0.02451046,0.004958053,-0.015750955,0.020621124,-0.011956832,0.030600453,-0.040779741,0.011208075,-0.043234358,0.059444937,0.008912046,-0.011074385,0.30607500609635585
2,52,1,baseline,760583,781583,0.001188326,0.142265129,1.277897585,5.125128741,67.90788829,67.77415405,52.23145604,0.007562805,0.0020389,0.017345607,1.467922094,2.157227506,1.321017601,0.019654072,1.429748535,52,0.062414316,0.115298375,0.001078064,0.118149,22,0.001121273,0.125927083,22.56782904,96.45,67.98283262,97,0.028491148,0.010164694,0.00094433,0.0345892,0.00803929,0.036383828,-0.045569955,0.011649566,-0.011207705,0.065946723,-0.01229318,-0.011454004,0.32042490286169417
